	location_id	location_name
2169	122423	Brandberg West Mine, Brandberg Area, Dâures, Erongo Region, Namibia
2194	32345	Pedras Altas claim, Pedras Altas, Capim Grosso, Ipirá complex, Bahia, Brazil
2200	249442	Overbrook, Hestonville, Philadelphia Co., Pennsylvania, USA
2203	58641	Richtersveld, Namakwa District, Northern Cape, South Africa
2211	38449	U. S. Mine, Bingham District, Oquirrh Mts, Salt Lake Co., Utah, USA
2218	230677	Sjåen Titanite Locality, Sjåen, Kragerø, Telemark, Norway
2221	44676	Moscow Quarry, Moscow, Muscatine Co., Iowa, USA
2227	45996	Puits St. Paul, Nades, Allier, Auvergne-Rhône-Alpes, France
2238	211568	Bi-Metallic Mill, Philipsburg, Philipsburg Mining District, Granite Co., Montana, USA
2254	211668	Vermiculite quarry, Potaniny Gory, Kasli, Kaslinsky District, Chelyabinsk Oblast, Russia
2262	126151	Gabbro, Rosignano Marittimo, Livorno Province, Tuscany, Italy
2267	143473	Monte Cero, Baone, Euganean Hills, Padova Province, Veneto, Italy
2285	5414	Jurm, Koksha Valley, Jurm District, Badakhshan, Afghanistan
2286	126929	Bresciadega Peak, Codera Valley, Novate Mezzola, Valchiavenna, Sondrio Province, Lombardy, Italy
2287	167657	Mesabi Range, Itasca Co., Minnesota, USA
2290	16110	Lawrence Co., South Dakota, USA
2291	156285	Keno City, Keno Hill, Mayo mining district, Yukon, Canada
2302	57087	Großkessel valley - Zwillingswand - Gödernierkarkopf area, Wald, Zederhaus valley, Lungau, Salzburg, Austria
2309	19937	Cox Butte, Junction City, Lane Co., Oregon, USA
2328	8154	Idaho-Maryland Mine, Idaho-Maryland group, Grass Valley, Grass Valley District, Nevada Co., California, USA
2333	16165	Chanteloube, Razès, Haute-Vienne, Nouvelle-Aquitaine, France
2334	124927	Owl Creek Fissure Mine, Copper Falls Mine, Copper Falls, Keweenaw Co., Michigan, USA
2346	4172	Tuscarora Mine, Randolph, Crawford Mts, Rich Co., Utah, USA
2350	81561	Buchanan Mine, Iron Mountain, Daulton, Daulton District, Madera Co., California, USA
2352	211050	Basin District, Jefferson Co., Montana, USA
2368	208731	Erskine Creek District, Kern Co., California, USA
2407	134478	Vals, Vals Valley, Lugnez Valley, Grisons, Switzerland
2412	16282	Michigan Mine, Rockland, Ontonagon Co., Michigan, USA
2414	188317	Bodenhaus, Hüttwinkl valley, Rauris valley, Hohe Tauern, Salzburg, Austria
2435	10227	Colgate Quarry, Bedford, Westchester Co., New York, USA
2436	20419	Sebl'yavr Massif, Murmansk Oblast, Russia
2437	204741	Marcelita prospect, Pabellón, Copiapó Province, Atacama, Chile
2448	23529	Stone Mine, Iron Hill, Alicante, Leadville District, Lake Co., Colorado, USA
2450	139231	Morning Star Mine, French District, Owyhee Co., Idaho, USA
2451	122875	Geneva District, Clear Creek Co., Colorado, USA
2453	208869	Livermore District, Diablo Range, Alameda Co., California, USA
2457	159577	Matsumaezawa pit, Tanohata mine, Tanohata-mura, Shimohei District, Iwate, Japan
2459	196592	Bonanza Mine, Kennecott, Nizina District, Valdez-Cordova Census Area, Alaska, USA
2460	49137	Mahaska Co., Iowa, USA
2462	20469	Rossie Lead Mining Company Mine, Rossie, St. Lawrence Co., New York, USA
7	155658	Hanson Stone Quarry, Rougemont, Durham Co., North Carolina, USA
12	289753	Cattaragna, Ferriere, Aveto Valley, Piacenza Province, Emilia-Romagna, Italy
14	81940	Amboy-Nest Egg Placer Mine, Hite Cove, Hite Cove District, East Belt, Mariposa Co., California, USA
16	208919	Milíkov, Stříbro, Tachov District, Plzeň Region, Czech Republic
17	24600	Washington Co., Missouri, USA
25	131105	Sa Menga Mine, Fluminimaggiore, South Sardinia Province, Sardinia, Italy
31	4139	Pine Grove District, Beaver Co., Utah, USA
46	71	Bingara, Murchison Co., New South Wales, Australia
67	213249	Kruščica, Central Bosnia Canton, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina
85	46777	Friesach - Hüttenberg area, Carinthia, Austria
90	36999	Sorata, Larecaja Province, La Paz, Bolivia
100	213140	Sheppard Gold Mine, Maclennan Township, Sudbury District, Ontario, Canada
102	213017	Tapuaeharuru Bay, Lake Taupo, Taupo District, Waikato Region, New Zealand
107	213149	Paleo site, Payson, Gila Co., Arizona, USA
108	20191	Taroko gorge, Hualien Co., Taiwan Province, Taiwan
114	211654	Mashamba East Mine, Kolwezi mining district, Lualaba, DR Congo
122	218143	Deposit No. 99, Inder B deposit and salt dome, Inder, Atyrau Region, Kazakhstan
123	131101	Loma de Guerra, Margarita Island, Nueva Esparta, Venezuela
169	28922	San Francisco District, San Francisco Mts, Beaver Co., Utah, USA
173	213250	Highway 74 roadcut, Bear Creek, Evergreen District, Jefferson Co., Colorado, USA
174	213251	Mt. Berberuša, Kreševo, Central Bosnia Canton, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina
176	213254	Naošići, Kreševo, Central Bosnia Canton, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina
177	34177	Salome, Little Harquahala District, Little Harquahala Mts, La Paz Co., Arizona, USA
179	16649	Mount Pleasant Mine, Saint George Parish, Charlotte Co., New Brunswick, Canada
184	8463	ASARCO Aquarius Mine, Macklem Township, Timmins area, Cochrane District, Ontario, Canada
185	213264	Garden Slug prospect, Hansen Creek Crystal area, Hansen Creek, North Bend, King Co., Washington, USA
186	51974	Dauphin Co., Pennsylvania, USA
199	168667	Southwestern Illinois Area Underclay prospect, Canteen Township, St. Clair Co., Illinois, USA
207	307	Corphalie, Huy, Liège, Wallonia, Belgium
208	123188	Azad Jammu and Kashmir, Pakistan
210	158224	Xingyi Co., Qianxi'nan, Guizhou, China
217	4415	Sungei Lah, Chenderiang, Balang Padang, Perak, Malaysia
222	16713	Muerto Mine, San Francisco Telixtlahuaca, San Francisco Telixtlahuaca Municipality, Oaxaca, Mexico
225	74466	Yankee Hill, Butte Co., California, USA
235	345	Bronce vein, Oruro City, Cercado Province, Oruro, Bolivia
239	127326	Alpena, Alpena Co., Michigan, USA
244	188773	Rencio quarries, Crodo gneiss quarries, Crodo, Antigorio Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy
250	213359	Alto Santo, Equador, Borborema mineral province, Rio Grande do Norte, Brazil
254	212371	Kannad, Aurangabad District, Maharashtra, India
260	98683	Miesberg, Eberhardsreuth, Schönberg, Lower Bavaria, Bavaria, Germany
270	4487	Guchab-Rodgerberg area, Grootfontein, Otjozondjupa Region, Namibia
271	209644	Svartisen tunnel, Meløy, Nordland, Norway
284	209647	Placerville District, Mother Lode Belt, El Dorado Co., California, USA
286	24989	Santana do Encoberto, São Sebastião do Maranhão, Minas Gerais, Brazil
293	217509	Hinteres Modereck south slope, Große Fleiß valley, Goldberg group, Hohe Tauern, Carinthia, Austria
301	4527	Ankogel group, Hohe Tauern, Carinthia, Austria
306	29109	ǁKaras Region, Namibia
307	86454	Plumas Quartz Mine, Taylorsville, Taylorsville District, Plumas Copper Belt, Plumas Co., California, USA
318	209352	U deposit, Pietroasa, Bihor, Romania
333	156130	Yuncheng, Shanxi, China
337	45542	Sedeftche deposit, Momchilgrad Obshtina, Kardzhali Province, Bulgaria
341	61933	Incline Village, Washoe Co., Nevada, USA
352	123395	Vein No. 5, Bou Azzer Mine, Bou Azzer District, Tazenakht, Ouarzazate Province, Drâa-Tafilalet, Morocco
369	16925	Outalpa Station, Olary Province, South Australia, Australia
384	143916	Ulanhad League, Inner Mongolia, China
386	213550	East Face, Mt Antero, Chaffee Co., Colorado, USA
392	206942	Toro Mocho deposit, Morococha District, Yauli Province, Junín, Peru
394	33336	Riverside, Eddy Co., New Mexico, USA
398	176701	Rock Run, Goshen, Cherokee Co., Alabama, USA
400	49728	Mørefjær Feldspar Quarry, Stokken, Arendal, Aust-Agder, Norway
404	33349	Royal Scepter Mine, Grant Co., New Mexico, USA
408	284906	Kilmacolm, Inverclyde, Scotland, UK
436	49940	Waterbury, New Haven Co., Connecticut, USA
438	107132	Prairie Lake carbonatite, Killala Lake Area, Thunder Bay District, Ontario, Canada
439	37665	Chesney Vale, Rural City of Benalla, Victoria, Australia
447	22636	Diavik Mine, Lac de Gras, Northwest Territories, Canada
448	123531	Saltaria Valley, Ortisei, Siusi Alp, Gardena Valley, Bolzano-Alto Adige Autonomous Province, Trentino-Alto Adige, Italy
452	213651	Conception Bay, Daweb, Hardap Region, Namibia
456	213658	Sunset mine, Mary Kathleen district, Rosebud Station, Cloncurry Shire, Queensland, Australia
457	213659	Malegaon, Nashik District, Maharashtra, India
458	213662	West Springfield, Hampden Co., Massachusetts, USA
466	17065	Los Cerrillos, San Martín, San Martín department, San Luis Province, Argentina
476	24009	Queenstown district, West Coast municipality, Tasmania, Australia
491	17108	Bartlett, Carroll Co., New Hampshire, USA
506	213736	Little Salt Cove Valley Vein, St. Lawrence, Burin Peninsula, Newfoundland, Newfoundland and Labrador, Canada
513	62194	Fallon, Churchill Co., Nevada, USA
527	27196	Tulare Co., California, USA
536	16515	Carthage, Central Tennessee Ba-F-Pb-Zn District, Smith Co., Tennessee, USA
537	213780	Juda, Green Co., Wisconsin, USA
544	21278	Wildberg Mine, Reichshof, Bergisches Land, North Rhine-Westphalia, Germany
552	123690	Blue Beach Mine, St. Lawrence, Burin Peninsula, Newfoundland, Newfoundland and Labrador, Canada
553	132190	Vallarsa di Laives Valley, Adige Valley, Bolzano-Alto Adige Autonomous Province, Trentino-Alto Adige, Italy
554	13106	Kanona, Serenje, Serenje District, Central Province, Zambia
559	107318	Monroe Co., Pennsylvania, USA
573	271188	Unnamed quarries, Pardais, Vila Viçosa, Évora, Portugal
575	30180	Tete Province, Mozambique
578	22397	Alma District, Park Co., Colorado, USA
612	213147	Kurrajong mine, Mary Kathleen district, Rosebud Station, Cloncurry Shire, Queensland, Australia
622	209665	Unnamed Zeolite occurrence [1], Monte Blanco, Black Mts, Amargosa Range, Inyo Co., California, USA
623	164802	Spokane Bar, Lewis and Clark Co., Montana, USA
626	193483	Murgul, Artvin Province, Black Sea Region, Turkey
632	17367	Kilchoan, Ardnamurchan, Highland, Scotland, UK
633	231281	Wekom II quarry, Kostrza, Gmina Strzegom, Świdnica Co., Lower Silesian Voivodeship, Poland
634	46048	New Jersey Mine, Kellogg, Coeur d'Alene District, Shoshone Co., Idaho, USA
637	185316	Boiling Springs, Cleveland Co., North Carolina, USA
639	297366	Mikese, Morogoro Rural District, Morogoro Region, Tanzania
643	193519	Hintermuhr-Zederhaus cable tunnel, Muhr, Murwinkel, Lungau, Salzburg, Austria
644	29682	Middlecleugh Upper Level, Nenthead, Alston Moor, Eden, Cumbria, England, UK
645	10672	Mårtanberg, Rättvik, Dalarna County, Sweden
647	212479	Route 220 roadcut, St. Lawrence, Burin Peninsula, Newfoundland, Newfoundland and Labrador, Canada
648	44507	Blue Ridge Wilderness Area, Greenlee Co., Arizona, USA
655	70003	Laghi Verdi, Balme, Ala Valley, Lanzo Valleys, Metropolitan City of Turin, Piedmont, Italy
665	16560	Kuttakuzhi, Thiruvananthapuram, Thiruvananthapuram District, Kerala, India
669	125105	Mockler gold prospect, Ishpeming Greenstone belt, Marquette Co., Michigan, USA
680	10159	Guaniamo, Bolívar, Venezuela
692	132187	Ozieri, Sassari Province, Sardinia, Italy
711	21371	Bodenmais, Lower Bavaria, Bavaria, Germany
719	25742	Varcha Mine, Shahpur, Salt Range, Punjab, Pakistan
735	29876	Fengtien nephrite belt, Hualien Co., Taiwan Province, Taiwan
738	72564	Quartz quarry, Wolfsgruben, Seiz, Liesing - Palten valley, Styria, Austria
745	185542	Sierras Chicas, Capilla del Monte, Punilla Department, Córdoba Province, Argentina
755	206044	Guisachan Quarry, Tomich, Highland, Scotland, UK
772	25849	Pizzo Marcio, Trontano, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy
783	9583	Cantung Mine, Tungsten, Northwest Territories, Canada
800	195087	Gypsum quarry, Vezzano sul Crostolo, Reggio Emilia Province, Emilia-Romagna, Italy
807	132400	Hunters Claim, Jumbo Mtn, Darrington District, Snohomish Co., Washington, USA
818	30014	Roccaccia, Allumiere, Tolfa Mts District, Metropolitan City of Rome Capital, Lazio, Italy
826	214353	Shaft 73, Nipissing Mine, Coleman Township, Cobalt area, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada
828	185684	Sterlingbush cave, Lewis Co., New York, USA
831	175674	Žarnovica, Žarnovica Co., Banská Bystrica Region, Slovakia
835	218467	Santa Lucia Mts, Monterey Co., California, USA
856	9600	Carbola Mine, Natural Bridge station, Diana Township, Lewis Co., New York, USA
858	46466	Langenleiten, Großfragant, Innerfragant, Goldberg group, Hohe Tauern, Carinthia, Austria
873	17049	Heathcote, City of Greater Bendigo, Victoria, Australia
881	210336	Cime du Cornillon, Le Bourg-d'Oisans, Isère, Auvergne-Rhône-Alpes, France
892	31358	Kamativi Mine, Dete, Hwange District, Matabeleland North, Zimbabwe
896	13756	Mingora mining district, Swat District, Khyber Pakhtunkhwa, Pakistan
902	30283	Western Desert, Egypt
908	157943	El'konskoe U deposit, El'konskii Gorst, Aldan, Aldan Shield, Sakha Republic, Russia
911	185808	Atacocha Mine, Atacocha mining district, Cerro de Pasco, Pasco province, Pasco, Peru
916	17877	Westmoreland, Cheshire Co., New Hampshire, USA
918	246009	Meriden Trap Rock Quarry, Meriden, New Haven Co., Connecticut, USA
922	5597	Kochkar' Au Deposit, Uvelsky District, Chelyabinsk Oblast, Russia
958	5656	Eichert, Sasbach, Kaiserstuhl, Baden-Württemberg, Germany
964	5678	Immelsbacher Höhe, Hornberg, Black Forest, Baden-Württemberg, Germany
968	30261	Leventina, Ticino, Switzerland
970	118607	Pitch Mine, Marshall Pass District, Saguache Co., Colorado, USA
978	26182	West Gore mine, West Gore, Hants Co., Nova Scotia, Canada
985	213262	Mann Mine, Milner Township, Gowganda area, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada
988	240921	Kashmir sapphire mines, Pádar, Jammu and Kashmir, India
989	1629	Clifton Hill, Brighton and Hove, East Sussex, England, UK
994	251494	Scoville Mine, Salisbury District, Salisbury, Litchfield Co., Connecticut, USA
1001	213267	Bernborough Mine, Mount Isa Mines, Mount Isa , Mount Isa City Shire, Queensland, Australia
1006	207807	Massberyl Occurrence, La Corne, Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada
1013	220145	Omi, Higashichikuma-gun, Nagano, Japan
1014	192506	Cerro de la Coronita, Cuernavaca, Morelos, Mexico
1020	5777	Emery Co., Utah, USA
1021	18066	Tremadoc, Gwynedd, Wales, UK
1032	210592	Sainte-Clotilde-de-Châteauguay, Les Jardins-de-Napierville RCM, Montérégie, Québec, Canada
1033	208552	Lisbühl, Todtnau, Black Forest, Baden-Württemberg, Germany
1038	30379	Cecil Co., Maryland, USA
1048	970	Camborne Vean Mine, Camborne, Cornwall, England, UK
1058	157317	Galetta area, Fitzroy Township, Carleton Co., Ontario, Canada
1065	87770	Breen claim, Picacho Peak, New Idria District, Diablo Range, San Benito Co., California, USA
1066	59099	St Georgen an der Gusen, Perg, Mühlviertel, Upper Austria, Austria
1078	2343	Catorce, Catorce Municipality, San Luis Potosí, Mexico
1083	145725	Březové Hory deposit, Březové Hory ore region, Příbram District, Central Bohemian Region, Czech Republic
1088	4080	Mount Pisgah, Jim Thorpe, Carbon Co., Pennsylvania, USA
1094	10539	de Linde Mine, High Peak, Norman, Montgomery Co., Arkansas, USA
1122	210733	Sinnar quarry, Sinnar, Nashik District, Maharashtra, India
1143	10058	Chisel Lake Mine, Snow Lake District, Manitoba, Canada
1156	125437	Copper Harbor Conglomerate, Houghton Co., Michigan, USA
1157	38757	St Day, Cornwall, England, UK
1158	7744	Eagle Mine, Bonanza District, Saguache Co., Colorado, USA
1191	157609	Xinyu, Jiangxi, China
1196	210865	Little Falls, Herkimer Co., New York, USA
1201	206780	Salona Quarry, Salona, Clinton Co., Pennsylvania, USA
1203	153534	Salem District, Tamil Nadu, India
1213	18381	Phillips Mine, Alma, Alma District, Park Co., Colorado, USA
1217	243666	Danburite type locality, Danbury, Fairfield Co., Connecticut, USA
1227	6113	Garden of the Gods and vicinity, El Paso Co., Colorado, USA
1228	34788	Great Eagle Mine, Telegraph District, Grant Co., New Mexico, USA
1234	10881	Green-Meehan Mine, Bucke Township, Cobalt area, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada
1276	213341	Kuscinskoe deposit, Azerbaijan
1277	186416	Yate, South Gloucestershire, England, UK
1309	8549	Balls Hill Mine, Balls Hill Iron Mines, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA
1327	55416	Khasi Hills, Meghalaya, India
1333	56485	Cango Caves, Oudtshoorn, Eden District, Western Cape, South Africa
1338	212843	Rapides-du-Diable, Beauceville, Robert-Cliche RCM, Chaudière-Appalaches, Québec, Canada
1341	145553	Bolognesi Province, Áncash, Peru
1350	157861	Bedford Township, Frontenac Co., Ontario, Canada
1353	22701	Eagle Picher mine, Creta, Jackson Co., Oklahoma, USA
1358	37235	Nevada District, White Pine Co., Nevada, USA
1365	2237	Samnam-myon, Ulju-gun, Ulsan, South Korea
1369	194761	Saint-Philippe, Roussillon RCM, Montérégie, Québec, Canada
1395	206547	Ilontsa, Sahatany Valley, Ibity, Antsirabe II, Vakinankaratra, Madagascar
1419	131816	Qaqortoq, Narsaq, Kujalleq, Greenland, Denmark
1432	88358	Copper World Mine, Clark Mountain, Clark Mountain District, Clark Mts, San Bernardino Co., California, USA
1440	137519	Glen Eden Prospect, Rocky Bar District, Elmore Co., Idaho, USA
1441	26928	Damaraland, Khorixas, Kunene Region, Namibia
1452	20192	Auvergne-Rhône-Alpes, France
1467	186084	Gallatin Canyon, Gallatin Co., Montana, USA
1499	9965	Hudson Bay Mine, Coleman Township, Cobalt area, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada
1502	10300	Canada Talc Mine, Huntingdon Township, Madoc Area, Hastings Co., Ontario, Canada
1504	213534	La Oroya, Yauli Province, Junín, Peru
1505	179951	Carter Oil Company Poulson No. 1 Well, Duchesne Co., Utah, USA
1513	6574	Oak Hill Columbite Locality, Standish, Cumberland Co., Maine, USA
1519	192258	Lettermuckoo Quarry, Kinvarra, Connemara, Co. Galway, Ireland
1525	55030	Green Island, Ottawa Co., Ohio, USA
1546	195046	Valdez-Cordova Census Area, Alaska, USA
1561	211459	Col d'Urdach, Aramits, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France
1565	158218	Lambertville Quarry, Lambertville, Hunterdon Co., New Jersey, USA
1585	213266	Kissomlyó-hill, Kissomlyó, Vas County, Hungary
1605	6735	Iron Mine Hill quarry, Cumberland, Providence Co., Rhode Island, USA
1606	23120	Siscoe Mine, Nicol Township, Gowganda area, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada
1614	31326	Mineral Co., West Virginia, USA
1615	6751	Ackerman mine, Marmora Township, Hastings Co., Ontario, Canada
1629	11369	Gladstone Mine, Gladstone, Eureka District, San Juan Co., Colorado, USA
1632	125562	Bogoslovsk, Turinsk-Auerbakovsk ore field, Serovsky District, Sverdlovsk Oblast, Russia
1643	6793	Waterbury, Washington Co., Vermont, USA
1667	31406	French River occurrence, Bigwood Township, Sudbury District, Ontario, Canada
1687	64202	Jarrow Slake, Jarrow, Tyne & Wear, England, UK
1702	212951	Hangha, Kenema District, Eastern Province, Sierra Leone
1714	195315	Pewabic, Houghton Co., Michigan, USA
1725	236295	Sillimanite type locality, Chester, Middlesex Co., Connecticut, USA
1726	213137	Port Alberni, Vancouver Island, Alberni Mining Division, British Columbia, Canada
1742	23327	Derby, New Haven Co., Connecticut, USA
1748	213138	Shale quarries, Kirchheim unter Teck, Schwäbische Alb, Baden-Württemberg, Germany
1755	203570	Wine Harbour, Guysborough Co., Nova Scotia, Canada
1762	31882	Große Burg Mine, Altenseelbach, Neunkirchen, Siegerland, North Rhine-Westphalia, Germany
1765	39745	Yerrington Mountain Copper Co., Mountain View District, Mineral Co., Nevada, USA
1766	191298	North Wheal Crofty, Pool, Carn Brea, Cornwall, England, UK
1777	212793	Ramsey, Colorado Co., Texas, USA
1782	213549	Gueydon Mine, Regny, Saint-Symphorien-de-Lay, Loire, Auvergne-Rhône-Alpes, France
1784	23392	St. Clair Mine, Phoenix, Keweenaw Co., Michigan, USA
1788	64359	Cessford Quarry, Biggsville, Henderson Co., Illinois, USA
1791	64363	Abo Mine, Scholle, Torrance Co., New Mexico, USA
1794	15217	Mangula Mine, Mhangura, Makonde District, Mashonaland West, Zimbabwe
1795	193091	Luc Yen Mine, Luc Yen, Yenbai Province, Vietnam
1796	19453	Berghamn, Kramfors, Västernorrland County, Sweden
1797	7028	Scrava Mine, Statale, Ne, Graveglia Valley, Genova Province, Liguria, Italy
1798	23966	Monroe Co., Michigan, USA
1799	61929	Newberry Mts, Clark Co., Nevada, USA
1800	43898	Pierre Château, La Léchère, Tarentaise valley, Savoie, Auvergne-Rhône-Alpes, France
1801	4493	Uitsab Mine, Otavi, Otjozondjupa Region, Namibia
1805	21375	Huntingdon Township, Madoc Area, Hastings Co., Ontario, Canada
1811	125837	Ermo claim, Ermo, Carnaúba dos Dantas, Borborema mineral province, Rio Grande do Norte, Brazil
1818	158617	International Talc Company Mine, Talcville, St. Lawrence Co., New York, USA
1832	52148	Monument Valley, Arizona/Utah, USA
1871	14846	Eisernhardter Tiefbau Mine, Eisern, Siegen, Siegerland, North Rhine-Westphalia, Germany
1874	154618	Bonny Lake Mine, Land Pebble Phosphate District, Polk Co., Florida, USA
1883	56329	Cogoleto, Genova Province, Liguria, Italy
1886	213444	East Combe Mine, Swimbridge, North Devon, Devon, England, UK
1893	25092	Gower Gulch Mine, Zabriskie Point, Black Mts, Amargosa Range, Inyo Co., California, USA
1900	15397	United Brothers mine, Sunnyside, Mt Wills mining district, Omeo, East Gippsland Shire, Victoria, Australia
1907	35887	Davidson Tunnel, Emma Mine, Hanover-Fierro District, Grant Co., New Mexico, USA
1916	7226	Salisbury Mine, Salisbury District, Salisbury, Litchfield Co., Connecticut, USA
1919	23613	Paoha Island, Mono Lake, Mono Co., California, USA
1920	21654	Crystal Lake Mine, Galway Township, Peterborough Co., Ontario, Canada
1921	256247	Purple Spinel Occurrence, Koksha Valley, Khash & Kuran Wa Munjan Districts, Badakhshan, Afghanistan
1926	151393	Ruth, Shiny Rock Mining Company, Santiam District, Marion Co., Oregon, USA
1932	212047	US Route 1 area, Saugus, Essex Co., Massachusetts, USA
1933	212050	Unspecified Au deposit [3], Nevada City District, Nevada Co., California, USA
1934	212051	Wychitella, Loddon Shire, Victoria, Australia
1935	212052	Yuba River placers area, Nevada Co., California, USA
1936	212053	Gladstone, Gladstone Region, Queensland, Australia
1937	212054	Li Gian Mine, Wenshan, Yunnan, China
1940	52314	Clay Co., Texas, USA
1948	213144	Bong Bong beryl workings, Galah Creek, Mount Isa City Shire, Queensland, Australia
1963	81032	Hallelujah Junction pit, Red Rock, Lassen Co., California, USA
1975	212122	Grigno stream, Castello Tesino, Valsugana, Trento Province, Trentino-Alto Adige, Italy
1984	45686	Empire Copper Mine, Little North Fork River, Coeur d'Alene District, Shoshone Co., Idaho, USA
1994	208056	Valtorta, Bergamo Province, Lombardy, Italy
1995	212852	Salir, Loulé, Faro, Portugal
1999	179392	Wastepond-Kellerman Mines, Black Warrior Basin, Tuscaloosa Co., Alabama, USA
2000	212162	Golovinskoye deposit, Gorchin village, Chernyahovskiy district, Zhytomyr Oblast, Ukraine
2013	23763	Smoky Butte, Garfield Co., Montana, USA
2014	212180	Le Carcarelle, Vetralla, Vico volcanic complex, Viterbo Province, Lazio, Italy
2017	53113	Ray shaft, Ray Mine, Scott Mountain, Mineral Creek District, Dripping Spring Mts, Pinal Co., Arizona, USA
2019	212185	SS 340 road works, Musso, Menaggio, Como Province, Lombardy, Italy
2022	8778	Bogala Mine, Bogala, Kegalle District, Sabaragamuwa Province, Sri Lanka
2023	249054	Topaz locality, Andilamena, Alaotra-Mangoro, Madagascar
2027	212194	Onderra Mine, Kaokoveld Plateau, Kunene Region, Namibia
2033	212201	Gave de Pau river alluvials, Saint-Pé-de-Bigorre, Hautes-Pyrénées, Occitanie, France
2035	212203	Mt Tozzo, Campagnano di Roma, Sacrofano Caldera, Metropolitan City of Rome Capital, Lazio, Italy
2056	191759	Robièi, Bavona Valley, Maggia Valley, Ticino, Switzerland
2058	23267	Kyshtym, Chelyabinsk Oblast, Russia
2062	212249	Barranco de Tocodoman, La Aldea de San Nicolás, Gran Canaria, Las Palmas Province, Canary Islands, Spain
2066	212254	Elizabeth Hill Mine, Karratha, Roebourne Shire, Western Australia, Australia
2072	179492	An Phu, Luc Yen, Yenbai Province, Vietnam
2074	222517	Bennet Brook, Colonial Copper mine, Cape D'Or, Cumberland Co., Nova Scotia, Canada
2084	212277	US Route 6 Willimantic Bypass expressway road cuts, Coventry, Tolland Co., Connecticut, USA
2086	212280	Bräunsdorf, Pegmatite occurrences, Limbach-Oberfrohna, Zwickau, Saxony, Germany
2091	23093	State Forest Quarry #2, Cobalt, East Hampton, Middlesex Co., Connecticut, USA
2095	159044	Mount Surprise, Etheridge Shire, Queensland, Australia
2103	32077	Lynnfield serpentinite area, Lynnfield, Essex Co., Massachusetts, USA
2112	212310	Fosso Ricomero, Vetralla, Vico volcanic complex, Viterbo Province, Lazio, Italy
2117	273637	Silver Leaf shaft, Silver Leaf Mine, Coleman Township, Cobalt area, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada
2119	126307	Kokava nad Rimavicou, Poltár Co., Banská Bystrica Region, Slovakia
2126	212338	Crocoite mine, Uspenskaya Mt, Berezovsk Deposit, Beryozovsky, Sverdlovsk Oblast, Russia
2147	73112	Vital Creek, Omenica Mining Division, British Columbia, Canada
2155	212384	Copper Hollow, Beaver Lake Adits cluster, Lycoming Co., Pennsylvania, USA
2156	3490	Redington Mine, Knoxville, Knoxville District, Napa Co., California, USA
2171	122187	Chañaral Province, Atacama, Chile
2173	212413	Bien, Basha Valley, Skardu District, Gilgit-Baltistan, Pakistan
2174	32191	Great Rock Mine, Hennock, Teignbridge, Devon, England, UK
2192	212438	El Castelluelo, Alacón, Teruel, Aragón, Spain
2193	126424	Antignano, Livorno, Livorno Province, Tuscany, Italy
2195	212443	Hadapsar, Pune District, Maharashtra, India
2196	19932	Lambert Quarry, Kings Valley, Benton Co., Oregon, USA
2198	212449	Mountain Pine wavellite location, Garland Co., Arkansas, USA
2199	92061	Farm Hill No. 2 Mine, Redwood City, San Mateo Co., California, USA
2209	11764	Harvey Hill mine, Saint-Pierre-de-Broughton, Les Appalaches RCM, Chaudière-Appalaches, Québec, Canada
2210	187646	Valmozzola, Taro Valley, Parma Province, Emilia-Romagna, Italy
2212	24057	Baltimore City, Maryland, USA
2215	212478	Lead Cove, Port au Port Peninsula, St. George's District, Newfoundland, Newfoundland and Labrador, Canada
2223	159241	Great Notch Corp. Quarry, Great Notch, Little Falls Township, Passaic Co., New Jersey, USA
2230	3606	Idaho Springs District, Clear Creek Co., Colorado, USA
2238	19064	Thackaringa District, Yancowinna Co., New South Wales, Australia
2245	146984	Laverton Shire, Western Australia, Australia
2246	212523	Mount Jeffcott, Jeffcott, Buloke Shire, Victoria, Australia
2249	212527	Gumio, Boal, Asturias, Spain
2259	195167	Montecrestese, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy
2261	52799	Rognolet peak, La Lauzière massif, Savoie, Auvergne-Rhône-Alpes, France
2264	15938	Aves Island, Nueva Esparta, Venezuela
2278	208470	Vysokogorskoe Fe deposit, Nizhnii Tagil, Sverdlovsk Oblast, Russia
2280	73304	Diamond Lake locality, Glastonbury, Hartford Co., Connecticut, USA
2296	14853	Little Bay Mine, Springdale peninsula, Notre Dame Bay, Newfoundland, Newfoundland and Labrador, Canada
